videoId,authorDisplayName,publishedAt,updatedAt,likeCount,totalReplyCount,textDisplay,textStopWordsRemoved,textTokenized,textLemmatized,pos,posTag,posDependency,posShape,posAlpha,posStopWord,textEntityType
rDxrpSqYHD8,@silveriver9,2023-11-01 16:09:58+00:00,2023-11-01 16:10:43+00:00,4,4,first now where is lei wulong,lei wulong,"['lei', 'wulong']","['lei', 'wulong']","['PROPN', 'NOUN']","['NNP', 'NN']","['compound', 'ROOT']","['xxx', 'xxxx']","[True, True]","[False, False]","['', '']"
rDxrpSqYHD8,@faizaanjaved7150,2023-11-01 16:10:05+00:00,2023-11-01 16:10:05+00:00,1,1,already seen it you are getting less views now bamco,seen getting views bamco,"['seen', 'getting', 'views', 'bamco']","['see', 'get', 'view', 'bamco']","['VERB', 'VERB', 'NOUN', 'NOUN']","['VBN', 'VBG', 'NNS', 'NNS']","['ROOT', 'xcomp', 'dobj', 'dobj']","['xxxx', 'xxxx', 'xxxx', 'xxxx']","[True, True, True, True]","[False, False, False, False]","['', '', '', '']"
rDxrpSqYHD8,@TS-rw4lk,2023-11-01 16:10:05+00:00,2023-11-01 16:10:05+00:00,0,0,wow,wow,['wow'],['wow'],['INTJ'],['UH'],['ROOT'],['xxx'],[True],[False],['']
rDxrpSqYHD8,@ALONCAK,2023-11-01 16:10:06+00:00,2023-11-01 16:10:06+00:00,0,0,oww yeaah,oww yeaah,"['oww', 'yeaah']","['oww', 'yeaah']","['PROPN', 'PROPN']","['NNP', 'NNP']","['compound', 'ROOT']","['xxx', 'xxxx']","[True, True]","[False, False]","['PERSON', 'PERSON']"
rDxrpSqYHD8,@Rough_Estimates,2023-11-01 16:10:06+00:00,2023-11-01 16:10:06+00:00,135,14,i hope we get an angel version of jin,hope angel version jin,"['hope', 'angel', 'version', 'jin']","['hope', 'angel', 'version', 'jin']","['PROPN', 'PROPN', 'PROPN', 'PROPN']","['NNP', 'NNP', 'NNP', 'NNP']","['compound', 'compound', 'compound', 'ROOT']","['xxxx', 'xxxx', 'xxxx', 'xxx']","[True, True, True, True]","[False, False, False, False]","['', '', '', '']"
rDxrpSqYHD8,@kazamataurus337,2023-11-01 16:10:08+00:00,2023-11-01 16:10:08+00:00,1,0,so it begins,begins,['begins'],['begin'],['VERB'],['VBZ'],['ROOT'],['xxxx'],[True],[False],['']
rDxrpSqYHD8,@XKAMIKAZEEX,2023-11-01 16:10:10+00:00,2023-11-01 16:10:10+00:00,0,0,let us go,let,['let'],['let'],['VERB'],['VB'],['ROOT'],['xxx'],[True],[False],['']
rDxrpSqYHD8,@bluefacebaby4167,2023-11-01 16:10:10+00:00,2023-11-01 16:10:10+00:00,1,0,miguel waiting room right here,miguel waiting room right,"['miguel', 'waiting', 'room', 'right']","['miguel', 'waiting', 'room', 'right']","['PROPN', 'NOUN', 'NOUN', 'ADV']","['NNP', 'NN', 'NN', 'RB']","['compound', 'compound', 'ROOT', 'advmod']","['xxxx', 'xxxx', 'xxxx', 'xxxx']","[True, True, True, True]","[False, False, False, False]","['', '', '', '']"
rDxrpSqYHD8,@subzerodark,2023-11-01 16:10:11+00:00,2023-11-01 16:10:11+00:00,1,0,wow,wow,['wow'],['wow'],['INTJ'],['UH'],['ROOT'],['xxx'],[True],[False],['']
rDxrpSqYHD8,@therealwnd1820,2023-11-01 16:10:13+00:00,2023-11-01 16:10:13+00:00,0,0,yo,yo,['yo'],['yo'],['PROPN'],['NNP'],['ROOT'],['xx'],[True],[False],['']
rDxrpSqYHD8,@voltreo,2023-11-01 16:10:14+00:00,2023-11-01 16:10:26+00:00,3,0,marvelous ,marvelous,['marvelous'],['marvelous'],['ADJ'],['JJ'],['ROOT'],['xxxx'],[True],[False],['']
rDxrpSqYHD8,@tinikomindo6697,2023-11-01 16:10:17+00:00,2023-11-01 16:10:17+00:00,1,0,too late bandai,late bandai,"['late', 'bandai']","['late', 'bandai']","['PROPN', 'PROPN']","['NNP', 'NNP']","['amod', 'ROOT']","['xxxx', 'xxxx']","[True, True]","[False, False]","['', '']"
rDxrpSqYHD8,@raiyyanzakir3898,2023-11-01 16:10:18+00:00,2023-11-01 16:10:18+00:00,0,0,very excitement,excitement,['excitement'],['excitement'],['NOUN'],['NN'],['ROOT'],['xxxx'],[True],[False],['']
rDxrpSqYHD8,@ultrascorpionx5022,2023-11-01 16:10:19+00:00,2023-11-01 16:10:19+00:00,1,0,marvelous ,marvelous,['marvelous'],['marvelous'],['ADJ'],['JJ'],['ROOT'],['xxxx'],[True],[False],['']
rDxrpSqYHD8,@xFaisal_HK,2023-11-01 16:10:22+00:00,2023-11-01 16:10:22+00:00,1169,23,the more new trailers drop the more excited i get for the game,new trailers drop excited game,"['new', 'trailers', 'drop', 'excited', 'game']","['new', 'trailer', 'drop', 'excited', 'game']","['ADJ', 'NOUN', 'VERB', 'ADJ', 'NOUN']","['JJ', 'NNS', 'VBP', 'JJ', 'NN']","['amod', 'nsubj', 'ROOT', 'amod', 'dobj']","['xxx', 'xxxx', 'xxxx', 'xxxx', 'xxxx']","[True, True, True, True, True]","[False, False, False, False, False]","['', '', '', '', '']"
rDxrpSqYHD8,@cameronsmythe7873,2023-11-01 16:10:25+00:00,2023-11-01 16:10:25+00:00,0,0,we need the rest of the trailers mfs where are they ,need rest trailers mfs,"['need', 'rest', 'trailers', 'mfs']","['need', 'rest', 'trailer', 'mfs']","['VERB', 'NOUN', 'NOUN', 'X']","['VBP', 'NN', 'NNS', 'ADD']","['ROOT', 'compound', 'dobj', 'punct']","['xxxx', 'xxxx', 'xxxx', 'xxx']","[True, True, True, True]","[False, False, False, False]","['', '', '', 'ORG']"
rDxrpSqYHD8,@Awoken777,2023-11-01 16:10:25+00:00,2023-11-01 16:10:25+00:00,1,0,the background music in these trailers is just bchefs kissb perfection,background music trailers bchefs kissb perfection,"['background', 'music', 'trailers', 'bchefs', 'kissb', 'perfection']","['background', 'music', 'trailer', 'bchefs', 'kissb', 'perfection']","['NOUN', 'NOUN', 'NOUN', 'PROPN', 'PROPN', 'PROPN']","['NN', 'NN', 'NNS', 'NNP', 'NNP', 'NNP']","['compound', 'compound', 'compound', 'compound', 'compound', 'ROOT']","['xxxx', 'xxxx', 'xxxx', 'xxxx', 'xxxx', 'xxxx']","[True, True, True, True, True, True]","[False, False, False, False, False, False]","['', '', '', '', '', '']"
rDxrpSqYHD8,@bankaijutsu17,2023-11-01 16:10:26+00:00,2023-11-01 16:10:26+00:00,4,0,the only reason i am getting a ps5,reason getting ps5,"['reason', 'getting', 'ps5']","['reason', 'get', 'ps5']","['NOUN', 'VERB', 'ADJ']","['NN', 'VBG', 'JJ']","['ROOT', 'acl', 'acomp']","['xxxx', 'xxxx', 'xxd']","[True, True, False]","[False, False, False]","['', '', '']"
rDxrpSqYHD8,@carlosalbertozaratecarrill7524,2023-11-01 16:10:29+00:00,2023-11-01 16:10:29+00:00,0,0,primer comentario,primer comentario,"['primer', 'comentario']","['primer', 'comentario']","['PROPN', 'NOUN']","['NNP', 'NN']","['compound', 'ROOT']","['xxxx', 'xxxx']","[True, True]","[False, False]","['', '']"
rDxrpSqYHD8,@SwizzleSwish,2023-11-01 16:10:37+00:00,2023-11-01 16:13:34+00:00,1,1,legends shiiet throw my lei in there 1st ,legends shiiet throw lei 1st,"['legends', 'shiiet', 'throw', 'lei', '1st']","['legend', 'shiiet', 'throw', 'lei', '1st']","['NOUN', 'ADV', 'VERB', 'NOUN', 'NOUN']","['NNS', 'RB', 'VBP', 'NN', 'NN']","['nsubj', 'advmod', 'ROOT', 'compound', 'dobj']","['xxxx', 'xxxx', 'xxxx', 'xxx', 'dxx']","[True, True, True, True, False]","[False, False, False, False, False]","['', '', '', '', 'ORDINAL']"
rDxrpSqYHD8,@SuperSoliderXZ,2023-11-01 16:10:38+00:00,2023-11-01 16:10:38+00:00,158,2,i was about to say more characters  bandai doing too much keep going we love it,characters   bandai going love,"['characters', '  ', 'bandai', 'going', 'love']","['character', '  ', 'bandai', 'go', 'love']","['NOUN', 'SPACE', 'PROPN', 'VERB', 'NOUN']","['NNS', '_SP', 'NNP', 'VBG', 'NN']","['compound', 'dep', 'nsubj', 'ROOT', 'dobj']","['xxxx', '  ', 'xxxx', 'xxxx', 'xxxx']","[True, False, True, True, True]","[False, False, False, False, False]","['', '', '', '', '']"
rDxrpSqYHD8,@RokuDB,2023-11-01 16:10:42+00:00,2023-11-01 16:10:42+00:00,168,19,best fighting game franchise,best fighting game franchise,"['best', 'fighting', 'game', 'franchise']","['good', 'fight', 'game', 'franchise']","['ADJ', 'VERB', 'NOUN', 'NOUN']","['JJS', 'VBG', 'NN', 'NN']","['advmod', 'amod', 'compound', 'ROOT']","['xxxx', 'xxxx', 'xxxx', 'xxxx']","[True, True, True, True]","[False, False, False, False]","['', '', '', '']"
rDxrpSqYHD8,@shadowclonemaster,2023-11-01 16:10:43+00:00,2023-11-01 16:10:43+00:00,10,0,i do want to see steve in action at some point,want steve action point,"['want', 'steve', 'action', 'point']","['want', 'steve', 'action', 'point']","['VERB', 'PROPN', 'NOUN', 'NOUN']","['VB', 'NNP', 'NN', 'NN']","['ROOT', 'compound', 'compound', 'dobj']","['xxxx', 'xxxx', 'xxxx', 'xxxx']","[True, True, True, True]","[False, False, False, False]","['', '', '', '']"
rDxrpSqYHD8,@SFMoiz,2023-11-01 16:10:53+00:00,2023-11-01 16:10:53+00:00,136,12,yoshimitsu not getting his own trailer is a crime,yoshimitsu getting trailer crime,"['yoshimitsu', 'getting', 'trailer', 'crime']","['yoshimitsu', 'get', 'trailer', 'crime']","['NOUN', 'VERB', 'NOUN', 'NOUN']","['NN', 'VBG', 'NN', 'NN']","['ROOT', 'acl', 'compound', 'dobj']","['xxxx', 'xxxx', 'xxxx', 'xxxx']","[True, True, True, True]","[False, False, False, False]","['ORG', '', '', '']"
rDxrpSqYHD8,@bomkai59,2023-11-01 16:10:57+00:00,2023-11-01 16:10:57+00:00,3,0,you know devil jin is serious when he shrieks like thatt,know devil jin shrieks like thatt,"['know', 'devil', 'jin', 'shrieks', 'like', 'thatt']","['know', 'devil', 'jin', 'shriek', 'like', 'thatt']","['VERB', 'PROPN', 'NOUN', 'NOUN', 'ADP', 'NOUN']","['VBP', 'NNP', 'NN', 'NNS', 'IN', 'NN']","['ROOT', 'compound', 'compound', 'dobj', 'prep', 'pobj']","['xxxx', 'xxxx', 'xxx', 'xxxx', 'xxxx', 'xxxx']","[True, True, True, True, True, True]","[False, False, False, False, False, False]","['', '', '', '', '', '']"
rDxrpSqYHD8,@AlexandruCatrina-bk6jg,2023-11-01 16:11:00+00:00,2023-11-01 16:11:00+00:00,0,0,a hrefhttpswwwyoutubecomwatchvrdxrpsqyhd8t0m54s054a rip 素晴らしい,hrefhttpswwwyoutubecomwatchvrdxrpsqyhd8t0m54s054a rip 素晴らしい,"['hrefhttpswwwyoutubecomwatchvrdxrpsqyhd8t0m54s054a', 'rip', '素晴らしい']","['hrefhttpswwwyoutubecomwatchvrdxrpsqyhd8t0m54s054a', 'rip', '素晴らしい']","['NOUN', 'PROPN', 'PROPN']","['NN', 'NNP', 'NNP']","['compound', 'compound', 'ROOT']","['xxxxdxdxddxdddx', 'xxx', 'xxxx']","[False, True, True]","[False, False, False]","['', '', '']"
rDxrpSqYHD8,@StefonThatAnimeDragon2.0,2023-11-01 16:11:02+00:00,2023-11-01 16:11:02+00:00,1,0,that is amazing,amazing,['amazing'],['amazing'],['ADJ'],['JJ'],['ROOT'],['xxxx'],[True],[False],['']
rDxrpSqYHD8,@ishansingh2529,2023-11-01 16:11:03+00:00,2023-11-01 16:11:03+00:00,0,0,hailo bandai sayonara,hailo bandai sayonara,"['hailo', 'bandai', 'sayonara']","['hailo', 'bandai', 'sayonara']","['PROPN', 'PROPN', 'PROPN']","['NNP', 'NNP', 'NNP']","['compound', 'compound', 'ROOT']","['xxxx', 'xxxx', 'xxxx']","[True, True, True]","[False, False, False]","['', '', '']"
rDxrpSqYHD8,@usamamughal3957,2023-11-01 16:11:03+00:00,2023-11-01 16:11:03+00:00,0,0,finally lee is here but sadly the design sucks,finally lee sadly design sucks,"['finally', 'lee', 'sadly', 'design', 'sucks']","['finally', 'lee', 'sadly', 'design', 'suck']","['ADV', 'PROPN', 'ADV', 'VERB', 'NOUN']","['RB', 'NNP', 'RB', 'VB', 'NNS']","['advmod', 'nsubj', 'advmod', 'ROOT', 'dobj']","['xxxx', 'xxx', 'xxxx', 'xxxx', 'xxxx']","[True, True, True, True, True]","[False, False, False, False, False]","['', 'PERSON', '', '', '']"
rDxrpSqYHD8,@hafizfarhan2225,2023-11-01 16:11:09+00:00,2023-11-01 16:11:09+00:00,0,0,i thought it was new trailer,thought new trailer,"['thought', 'new', 'trailer']","['think', 'new', 'trailer']","['VERB', 'ADJ', 'NOUN']","['VBD', 'JJ', 'NN']","['ROOT', 'amod', 'dobj']","['xxxx', 'xxx', 'xxxx']","[True, True, True]","[False, False, False]","['', '', '']"
rDxrpSqYHD8,@ABShah-ku9tp,2023-11-01 16:11:18+00:00,2023-11-01 16:11:18+00:00,314,14,devil jin vs devil kazuya is going to be surreal,devil jin vs devil kazuya going surreal,"['devil', 'jin', 'vs', 'devil', 'kazuya', 'going', 'surreal']","['devil', 'jin', 'vs', 'devil', 'kazuya', 'go', 'surreal']","['PROPN', 'PROPN', 'ADP', 'PROPN', 'PROPN', 'VERB', 'ADV']","['NNP', 'NNP', 'IN', 'NNP', 'NNP', 'VBG', 'RB']","['compound', 'compound', 'nmod', 'compound', 'nsubj', 'ROOT', 'advmod']","['xxxx', 'xxx', 'xx', 'xxxx', 'xxxx', 'xxxx', 'xxxx']","[True, True, True, True, True, True, True]","[False, False, False, False, False, False, False]","['', '', '', '', '', '', '']"
rDxrpSqYHD8,@mendark6797,2023-11-01 16:11:19+00:00,2023-11-01 16:11:19+00:00,0,0,lucky chloe please ,lucky chloe,"['lucky', 'chloe']","['lucky', 'chloe']","['ADJ', 'NOUN']","['JJ', 'NN']","['amod', 'ROOT']","['xxxx', 'xxxx']","[True, True]","[False, False]","['', '']"
rDxrpSqYHD8,@StefonThatAnimeDragon2.0,2023-11-01 16:11:19+00:00,2023-11-01 16:11:19+00:00,7,6,i hope they bring character creation,hope bring character creation,"['hope', 'bring', 'character', 'creation']","['hope', 'bring', 'character', 'creation']","['PROPN', 'VERB', 'NOUN', 'NOUN']","['NNP', 'VBP', 'NN', 'NN']","['nsubj', 'ROOT', 'compound', 'dobj']","['xxxx', 'xxxx', 'xxxx', 'xxxx']","[True, True, True, True]","[False, False, False, False]","['', '', '', '']"
rDxrpSqYHD8,@MDEVL3,2023-11-01 16:11:27+00:00,2023-11-01 16:11:27+00:00,0,0,gdmf,gdmf,['gdmf'],['gdmf'],['ADV'],['RB'],['ROOT'],['xxxx'],[True],[False],['']
rDxrpSqYHD8,@lorenzorios8514,2023-11-01 16:11:29+00:00,2023-11-01 16:11:29+00:00,1,0,ohoh oh devil jinnnnnnnn,ohoh oh devil jinnnnnnnn,"['ohoh', 'oh', 'devil', 'jinnnnnnnn']","['ohoh', 'oh', 'devil', 'jinnnnnnnn']","['INTJ', 'INTJ', 'ADJ', 'NOUN']","['UH', 'UH', 'JJ', 'NN']","['amod', 'intj', 'amod', 'ROOT']","['xxxx', 'xx', 'xxxx', 'xxxx']","[True, True, True, True]","[False, False, False, False]","['', '', '', '']"
rDxrpSqYHD8,@subzerodark,2023-11-01 16:11:36+00:00,2023-11-01 16:11:36+00:00,3,0,next year going to be epic,year going epic,"['year', 'going', 'epic']","['year', 'go', 'epic']","['NOUN', 'VERB', 'ADJ']","['NN', 'VBG', 'JJ']","['npadvmod', 'ROOT', 'acomp']","['xxxx', 'xxxx', 'xxxx']","[True, True, True]","[False, False, False]","['', '', '']"
rDxrpSqYHD8,@gamergod1989,2023-11-01 16:11:41+00:00,2023-11-01 16:11:41+00:00,2,0,please please please give us christie ,christie,['christie'],['christie'],['NOUN'],['NN'],['ROOT'],['xxxx'],[True],[False],['']
rDxrpSqYHD8,@aea904,2023-11-01 16:11:46+00:00,2023-11-01 16:11:46+00:00,0,0,gaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,gaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,['gaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa'],['gaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa'],['VERB'],['VB'],['ROOT'],['xxxx'],[True],[False],['']
rDxrpSqYHD8,@user-wi9tn5wo4f,2023-11-01 16:11:52+00:00,2023-11-01 16:11:52+00:00,1,0,zafina,zafina,['zafina'],['zafina'],['PROPN'],['NNP'],['ROOT'],['xxxx'],[True],[False],['']
rDxrpSqYHD8,@xx_Catastrophe_xx,2023-11-01 16:11:55+00:00,2023-11-01 16:11:55+00:00,0,0,where lucky chloe at tvt,lucky chloe tvt,"['lucky', 'chloe', 'tvt']","['lucky', 'chloe', 'tvt']","['ADJ', 'PROPN', 'PROPN']","['JJ', 'NNP', 'NNP']","['amod', 'compound', 'ROOT']","['xxxx', 'xxxx', 'xxx']","[True, True, True]","[False, False, False]","['', '', '']"
rDxrpSqYHD8,@kathirkat7655,2023-11-01 16:12:03+00:00,2023-11-01 16:12:03+00:00,0,0,where is anna williams,anna williams,"['anna', 'williams']","['anna', 'williams']","['PROPN', 'PROPN']","['NNP', 'NNP']","['compound', 'ROOT']","['xxxx', 'xxxx']","[True, True]","[False, False]","['PERSON', 'PERSON']"
rDxrpSqYHD8,@clarkpercycanada,2023-11-01 16:12:04+00:00,2023-11-01 16:12:11+00:00,0,0,devil jin is black goku,devil jin black goku,"['devil', 'jin', 'black', 'goku']","['devil', 'jin', 'black', 'goku']","['PROPN', 'PROPN', 'ADJ', 'NOUN']","['NNP', 'NNP', 'JJ', 'NN']","['compound', 'nmod', 'amod', 'ROOT']","['xxxx', 'xxx', 'xxxx', 'xxxx']","[True, True, True, True]","[False, False, False, False]","['ORG', 'ORG', 'ORG', 'ORG']"
rDxrpSqYHD8,@STARSEED04,2023-11-01 16:12:07+00:00,2023-11-01 16:12:07+00:00,4,0,alisa looks absolutely beautiful as always,alisa looks absolutely beautiful,"['alisa', 'looks', 'absolutely', 'beautiful']","['alisa', 'look', 'absolutely', 'beautiful']","['NOUN', 'VERB', 'ADV', 'ADJ']","['NN', 'VBZ', 'RB', 'JJ']","['nsubj', 'ROOT', 'advmod', 'acomp']","['xxxx', 'xxxx', 'xxxx', 'xxxx']","[True, True, True, True]","[False, False, False, False]","['PERSON', '', '', '']"
rDxrpSqYHD8,@lightning7674,2023-11-01 16:12:16+00:00,2023-11-01 16:12:16+00:00,30,3,devil jin has finally become what he was meant to be,devil jin finally meant,"['devil', 'jin', 'finally', 'meant']","['devil', 'jin', 'finally', 'mean']","['PROPN', 'PROPN', 'ADV', 'VERB']","['NNP', 'NNP', 'RB', 'VBD']","['compound', 'nsubj', 'advmod', 'ROOT']","['xxxx', 'xxx', 'xxxx', 'xxxx']","[True, True, True, True]","[False, False, False, False]","['PERSON', 'PERSON', '', '']"
rDxrpSqYHD8,@FatalHerobrineBoyAnimations,2023-11-01 16:12:28+00:00,2023-11-01 16:12:28+00:00,1,0,a hrefhttpswwwyoutubecomwatchvrdxrpsqyhd8t0m32s032a he is back ,hrefhttpswwwyoutubecomwatchvrdxrpsqyhd8t0m32s032a,['hrefhttpswwwyoutubecomwatchvrdxrpsqyhd8t0m32s032a'],['hrefhttpswwwyoutubecomwatchvrdxrpsqyhd8t0m32s032a'],['PUNCT'],['.'],['ROOT'],['xxxxdxdxddxdddx'],[False],[False],['']
rDxrpSqYHD8,@leekhunchoo808,2023-11-01 16:12:29+00:00,2023-11-01 16:12:29+00:00,0,0,we need bruce were begging you,need bruce begging,"['need', 'bruce', 'begging']","['need', 'bruce', 'beg']","['VERB', 'PROPN', 'VERB']","['VB', 'NNP', 'VBG']","['ROOT', 'nsubj', 'ccomp']","['xxxx', 'xxxx', 'xxxx']","[True, True, True]","[False, False, False]","['', '', '']"
rDxrpSqYHD8,@quinny_bob5554,2023-11-01 16:12:35+00:00,2023-11-01 16:12:35+00:00,0,0,  dragunov,   dragunov,"['   ', 'dragunov']","['   ', 'dragunov']","['SPACE', 'NOUN']","['_SP', 'NN']","['dep', 'ROOT']","['   ', 'xxxx']","[False, True]","[False, False]","['', '']"
rDxrpSqYHD8,@yokoyokome5281,2023-11-01 16:12:37+00:00,2023-11-01 16:12:37+00:00,1,0,lol no kunimitsu ,lol kunimitsu,"['lol', 'kunimitsu']","['lol', 'kunimitsu']","['PROPN', 'PROPN']","['NNP', 'NNP']","['compound', 'ROOT']","['xxx', 'xxxx']","[True, True]","[False, False]","['', 'PERSON']"
rDxrpSqYHD8,@Melodyline536,2023-11-01 16:12:38+00:00,2023-11-01 16:12:38+00:00,2,0,zafina queen,zafina queen,"['zafina', 'queen']","['zafina', 'queen']","['PROPN', 'PROPN']","['NNP', 'NNP']","['compound', 'ROOT']","['xxxx', 'xxxx']","[True, True]","[False, False]","['', '']"
rDxrpSqYHD8,@randyxeraf5229,2023-11-01 16:12:41+00:00,2023-11-01 16:12:41+00:00,0,0,weekly trailer is back,weekly trailer,"['weekly', 'trailer']","['weekly', 'trailer']","['ADJ', 'NOUN']","['JJ', 'NN']","['amod', 'ROOT']","['xxxx', 'xxxx']","[True, True]","[False, False]","['DATE', '']"
rDxrpSqYHD8,@JoDaReaper,2023-11-01 16:12:47+00:00,2023-11-01 16:12:47+00:00,0,0,not bringing miguel back should be a crime you all should be ashamed of yourselves,bringing miguel crime ashamed,"['bringing', 'miguel', 'crime', 'ashamed']","['bring', 'miguel', 'crime', 'ashame']","['VERB', 'PROPN', 'NOUN', 'VERB']","['VBG', 'NNP', 'NN', 'VBD']","['csubj', 'compound', 'dobj', 'ROOT']","['xxxx', 'xxxx', 'xxxx', 'xxxx']","[True, True, True, True]","[False, False, False, False]","['', '', '', '']"
rDxrpSqYHD8,@Andrejr316,2023-11-01 16:13:02+00:00,2023-11-01 16:13:02+00:00,73,0,the tekken 8 roster is looking very lovely cannot wait until it releases,tekken 8 roster looking lovely wait releases,"['tekken', '8', 'roster', 'looking', 'lovely', 'wait', 'releases']","['tekken', '8', 'roster', 'look', 'lovely', 'wait', 'release']","['VERB', 'NUM', 'NOUN', 'VERB', 'ADJ', 'NOUN', 'NOUN']","['VBD', 'CD', 'NN', 'VBG', 'JJ', 'NN', 'NNS']","['ROOT', 'nummod', 'dobj', 'acl', 'amod', 'compound', 'dobj']","['xxxx', 'd', 'xxxx', 'xxxx', 'xxxx', 'xxxx', 'xxxx']","[True, False, True, True, True, True, True]","[False, False, False, False, False, False, False]","['', 'CARDINAL', '', '', '', '', '']"
rDxrpSqYHD8,@SiddharthKainturaXIIB,2023-11-01 16:13:03+00:00,2023-11-01 16:13:03+00:00,4,0,jin took some inspiration from goku black,jin took inspiration goku black,"['jin', 'took', 'inspiration', 'goku', 'black']","['jin', 'take', 'inspiration', 'goku', 'black']","['PROPN', 'VERB', 'NOUN', 'NOUN', 'ADJ']","['NNP', 'VBD', 'NN', 'NN', 'JJ']","['nsubj', 'ROOT', 'compound', 'compound', 'dobj']","['xxx', 'xxxx', 'xxxx', 'xxxx', 'xxxx']","[True, True, True, True, True]","[False, False, False, False, False]","['PERSON', '', '', '', '']"
rDxrpSqYHD8,@andreoxcz3046,2023-11-01 16:13:13+00:00,2023-11-01 16:13:13+00:00,0,0,vegetto,vegetto,['vegetto'],['vegetto'],['NOUN'],['NN'],['ROOT'],['xxxx'],[True],[False],['']
rDxrpSqYHD8,@willhogge21,2023-11-01 16:13:26+00:00,2023-11-01 16:13:26+00:00,0,0,damn still no bob,damn bob,"['damn', 'bob']","['damn', 'bob']","['ADV', 'PROPN']","['RB', 'NNP']","['compound', 'ROOT']","['xxxx', 'xxx']","[True, True]","[False, False]","['PERSON', 'PERSON']"
rDxrpSqYHD8,@drunkenimmortal8624,2023-11-01 16:13:27+00:00,2023-11-01 16:13:27+00:00,0,0, lei wulongi miss you,  lei wulongi miss,"['  ', 'lei', 'wulongi', 'miss']","['  ', 'lei', 'wulongi', 'miss']","['SPACE', 'PROPN', 'PROPN', 'NOUN']","['_SP', 'NNP', 'NNP', 'NN']","['dep', 'compound', 'compound', 'ROOT']","['  ', 'xxx', 'xxxx', 'xxxx']","[False, True, True, True]","[False, False, False, False]","['', '', '', '']"
rDxrpSqYHD8,@sangomavik,2023-11-01 16:13:54+00:00,2023-11-01 16:13:54+00:00,0,0,ok still waiting on miguel though ,ok waiting miguel,"['ok', 'waiting', 'miguel']","['ok', 'wait', 'miguel']","['INTJ', 'VERB', 'NOUN']","['UH', 'VBG', 'NN']","['ROOT', 'amod', 'pobj']","['xx', 'xxxx', 'xxxx']","[True, True, True]","[False, False, False]","['', '', '']"
rDxrpSqYHD8,@tekkenkasur,2023-11-01 16:14:14+00:00,2023-11-01 16:14:14+00:00,0,0,these characters were confirmed already in tekken 7,characters confirmed tekken 7,"['characters', 'confirmed', 'tekken', '7']","['character', 'confirm', 'tekken', '7']","['NOUN', 'VERB', 'VERB', 'NUM']","['NNS', 'VBD', 'VBD', 'CD']","['nsubj', 'ROOT', 'xcomp', 'dobj']","['xxxx', 'xxxx', 'xxxx', 'd']","[True, True, True, False]","[False, False, False, False]","['', '', '', 'CARDINAL']"
rDxrpSqYHD8,@zillahsaid9623,2023-11-01 16:14:16+00:00,2023-11-01 16:15:48+00:00,1,0,i have been waiting for alisa since thenbut why she built like thatbut lee and zafina looks so good,waiting alisa thenbut built like thatbut lee zafina looks good,"['waiting', 'alisa', 'thenbut', 'built', 'like', 'thatbut', 'lee', 'zafina', 'looks', 'good']","['wait', 'alisa', 'thenbut', 'build', 'like', 'thatbut', 'lee', 'zafina', 'look', 'good']","['VERB', 'PROPN', 'NOUN', 'VERB', 'ADP', 'PROPN', 'PROPN', 'PROPN', 'VERB', 'ADJ']","['VBG', 'NNP', 'NN', 'VBN', 'IN', 'NNP', 'NNP', 'NNP', 'VBZ', 'JJ']","['csubj', 'compound', 'dobj', 'acl', 'prep', 'compound', 'compound', 'pobj', 'ROOT', 'acomp']","['xxxx', 'xxxx', 'xxxx', 'xxxx', 'xxxx', 'xxxx', 'xxx', 'xxxx', 'xxxx', 'xxxx']","[True, True, True, True, True, True, True, True, True, True]","[False, False, False, False, False, False, False, False, False, False]","['', 'PERSON', '', '', '', '', 'PERSON', 'PERSON', '', '']"
rDxrpSqYHD8,@Mslingsler,2023-11-01 16:14:17+00:00,2023-11-01 16:14:17+00:00,0,0,i got clickbaited,got clickbaited,"['got', 'clickbaited']","['get', 'clickbaite']","['AUX', 'VERB']","['VBD', 'VBN']","['auxpass', 'ROOT']","['xxx', 'xxxx']","[True, True]","[False, False]","['', '']"
rDxrpSqYHD8,@tedgruver7618,2023-11-01 16:14:22+00:00,2023-11-01 16:14:22+00:00,0,0, alisa is coming back,  alisa coming,"['  ', 'alisa', 'coming']","['  ', 'alisa', 'come']","['SPACE', 'NOUN', 'VERB']","['_SP', 'NN', 'VBG']","['dep', 'nsubj', 'ROOT']","['  ', 'xxxx', 'xxxx']","[False, True, True]","[False, False, False]","['', 'PERSON', '']"
rDxrpSqYHD8,@Louga_Poke,2023-11-01 16:14:29+00:00,2023-11-01 16:14:29+00:00,2,0,alisa my beloved ,alisa beloved,"['alisa', 'beloved']","['alisa', 'belove']","['PROPN', 'VERB']","['NNP', 'VBD']","['nsubj', 'ROOT']","['xxxx', 'xxxx']","[True, True]","[False, False]","['PERSON', '']"
